threshold,recall,precision
0.855365,0.6998158379373849,0.9844559585492227
0.852851,0.7016574585635359,0.9844961240310077
0.852753,0.7034990791896869,0.9845360824742269
0.852443,0.7053406998158379,0.9845758354755784
0.848365,0.7071823204419889,0.9846153846153847
0.847885,0.7090239410681399,0.9846547314578005
0.845296,0.7108655616942909,0.9846938775510204
0.845056,0.712707182320442,0.9847328244274809
0.844124,0.714548802946593,0.9847715736040609
0.843259,0.716390423572744,0.9848101265822785
0.842101,0.7182320441988951,0.9848484848484849
0.840339,0.7200736648250461,0.9848866498740554
0.839629,0.7219152854511971,0.9849246231155779
0.835937,0.7237569060773481,0.9849624060150376
0.834965,0.7255985267034991,0.985
0.834584,0.7255985267034991,0.9825436408977556
0.832527,0.7274401473296501,0.9825870646766169
0.83117,0.7292817679558011,0.9826302729528535
0.828926,0.7311233885819521,0.9826732673267327
0.828555,0.7329650092081031,0.9827160493827161
0.825778,0.7329650092081031,0.9802955665024631
0.820603,0.7329650092081031,0.9778869778869779
0.816016,0.7348066298342542,0.9779411764705882
0.815833,0.7366482504604052,0.9779951100244498
0.814799,0.7384898710865562,0.9780487804878049
0.809773,0.7403314917127072,0.9781021897810219
0.804863,0.7421731123388582,0.9781553398058253
0.80154,0.7440147329650092,0.9782082324455206
0.797592,0.7458563535911602,0.9782608695652174
0.795563,0.7458563535911602,0.9759036144578314
0.794214,0.7476979742173112,0.9759615384615384
0.790604,0.7495395948434622,0.9760191846522782
0.789935,0.7513812154696132,0.9760765550239234
0.787957,0.7513812154696132,0.9737470167064439
0.783758,0.7532228360957642,0.9738095238095238
0.782208,0.7550644567219152,0.9738717339667459
0.779939,0.7550644567219152,0.9715639810426541
0.779279,0.7569060773480663,0.9716312056737588
0.778109,0.7587476979742173,0.9716981132075472
0.777152,0.7605893186003683,0.971764705882353
0.775597,0.7624309392265194,0.971830985915493
0.77102,0.7642725598526704,0.9718969555035128
0.764035,0.7661141804788214,0.9719626168224299
0.757508,0.7679558011049724,0.972027972027972
0.754888,0.7697974217311234,0.9720930232558139
0.752774,0.7697974217311234,0.9698375870069605
0.747294,0.7716390423572744,0.9699074074074074
0.744883,0.7734806629834254,0.9699769053117783
0.742432,0.7753222836095764,0.9700460829493087
0.739449,0.7771639042357275,0.9701149425287356
0.73656,0.7790055248618785,0.9701834862385321
0.734321,0.7790055248618785,0.9679633867276888
0.733826,0.7790055248618785,0.9657534246575342
0.731603,0.7790055248618785,0.9635535307517085
0.731531,0.7808471454880295,0.9636363636363636
0.728519,0.7808471454880295,0.9614512471655329
0.728234,0.7826887661141805,0.9615384615384616
0.727487,0.7845303867403315,0.9616252821670429
0.718976,0.7863720073664825,0.9617117117117117
0.71776,0.7882136279926335,0.9617977528089887
0.715496,0.7900552486187845,0.9618834080717489
0.71309,0.7918968692449355,0.9619686800894854
0.713005,0.7937384898710865,0.9620535714285714
0.712329,0.7955801104972375,0.9621380846325167
0.711997,0.7974217311233885,0.9622222222222222
0.711829,0.7992633517495396,0.9623059866962306
0.711118,0.8011049723756906,0.9623893805309734
0.710301,0.8029465930018416,0.9624724061810155
0.706734,0.8029465930018416,0.960352422907489
0.705102,0.8047882136279927,0.9604395604395605
0.694393,0.8066298342541437,0.9605263157894737
0.692361,0.8084714548802947,0.9606126914660832
0.687426,0.8103130755064457,0.9606986899563319
0.686768,0.8121546961325967,0.9607843137254902
0.684547,0.8121546961325967,0.9586956521739131
0.669881,0.8121546961325967,0.9566160520607375
0.666391,0.8139963167587477,0.9567099567099567
0.664167,0.8158379373848987,0.9568034557235421
0.658598,0.8176795580110497,0.9568965517241379
0.648066,0.8176795580110497,0.9548387096774194
0.647849,0.8176795580110497,0.9527896995708155
0.645764,0.8176795580110497,0.9507494646680942
0.636163,0.8195211786372008,0.9508547008547008
0.634336,0.8213627992633518,0.9509594882729211
0.634159,0.8232044198895028,0.951063829787234
0.633236,0.8232044198895028,0.9490445859872612
0.629926,0.8250460405156538,0.9491525423728814
0.616402,0.8268876611418048,0.9492600422832981
0.615784,0.8268876611418048,0.9472573839662447
0.61494,0.8287292817679558,0.9473684210526315
0.608515,0.8305709023941068,0.9474789915966386
0.605417,0.8324125230202578,0.9475890985324947
0.603134,0.8342541436464088,0.9476987447698745
0.602503,0.8360957642725598,0.9478079331941545
0.600383,0.8379373848987108,0.9479166666666666
0.599264,0.8379373848987108,0.9459459459459459
0.596969,0.8379373848987108,0.9439834024896265
0.596964,0.8397790055248618,0.9440993788819876
0.595054,0.8416206261510129,0.9442148760330579
0.594524,0.8434622467771639,0.9443298969072165
0.594091,0.8453038674033149,0.9444444444444444
0.589026,0.8471454880294659,0.944558521560575
0.585416,0.848987108655617,0.944672131147541
0.581902,0.850828729281768,0.9447852760736196
0.571031,0.850828729281768,0.9428571428571428
0.570267,0.850828729281768,0.9409368635437881
0.569917,0.852670349907919,0.9410569105691057
0.568184,0.85451197053407,0.9411764705882353
0.567906,0.856353591160221,0.9412955465587044
0.565802,0.858195211786372,0.9414141414141414
0.563788,0.860036832412523,0.9415322580645161
0.560939,0.860036832412523,0.9396378269617707
0.558773,0.860036832412523,0.9377510040160643
0.558404,0.861878453038674,0.9378757515030061
0.554306,0.861878453038674,0.936
0.55209,0.8637200736648251,0.936127744510978
0.549847,0.8655616942909761,0.9362549800796812
0.549819,0.8674033149171271,0.9363817097415507
0.54649,0.8674033149171271,0.9345238095238095
0.545659,0.8692449355432781,0.9346534653465347
0.545614,0.8710865561694291,0.9347826086956522
0.541904,0.8729281767955801,0.9349112426035503
0.540702,0.8747697974217311,0.9350393700787402
0.537719,0.8766114180478821,0.9351669941060904
0.532818,0.8784530386740331,0.9352941176470588
0.531291,0.8802946593001841,0.9354207436399217
0.528644,0.8802946593001841,0.93359375
0.525701,0.8802946593001841,0.9317738791423001
0.523858,0.8802946593001841,0.9299610894941635
0.522952,0.8821362799263351,0.9300970873786408
0.521749,0.8821362799263351,0.9282945736434108
0.520706,0.8839779005524862,0.9284332688588007
0.513686,0.8839779005524862,0.9266409266409267
0.512289,0.8858195211786372,0.9267822736030829
0.508803,0.8858195211786372,0.925
0.508743,0.8876611418047882,0.9251439539347409
0.508665,0.8895027624309392,0.9252873563218391
0.507884,0.8895027624309392,0.9235181644359465
0.507793,0.8895027624309392,0.9217557251908397
0.507209,0.8913443830570903,0.9219047619047619
0.50437,0.8931860036832413,0.9220532319391636
0.500344,0.8950276243093923,0.9222011385199241
0.49205,0.8950276243093923,0.9204545454545454
0.491729,0.8968692449355433,0.9206049149338374
0.490042,0.8968692449355433,0.9188679245283019
0.489509,0.8968692449355433,0.9171374764595104
0.488312,0.8968692449355433,0.9154135338345865
0.487314,0.8968692449355433,0.9136960600375235
0.483254,0.8987108655616943,0.9138576779026217
0.483233,0.8987108655616943,0.9121495327102803
0.475983,0.9005524861878453,0.9123134328358209
0.471143,0.9005524861878453,0.9106145251396648
0.459239,0.9005524861878453,0.9089219330855018
0.457488,0.9023941068139963,0.9090909090909091
0.456342,0.9023941068139963,0.9074074074074074
0.44564,0.9023941068139963,0.9057301293900185
0.438029,0.9042357274401474,0.9059040590405905
0.43617,0.9060773480662984,0.9060773480662984
0.435695,0.9060773480662984,0.9044117647058824
0.435004,0.9079189686924494,0.9045871559633027
0.433288,0.9097605893186004,0.9047619047619048
0.431831,0.9097605893186004,0.903107861060329
0.425118,0.9116022099447514,0.9032846715328468
0.424298,0.9134438305709024,0.9034608378870674
0.418287,0.9152854511970534,0.9036363636363637
0.417486,0.9152854511970534,0.9019963702359347
0.414695,0.9171270718232044,0.9021739130434783
0.405358,0.9189686924493554,0.9023508137432188
0.404335,0.9189686924493554,0.9007220216606499
0.40263,0.9208103130755064,0.9009009009009009
0.396616,0.9226519337016574,0.9010791366906474
0.395049,0.9226519337016574,0.8994614003590664
0.392838,0.9244935543278084,0.899641577060932
0.389342,0.9244935543278084,0.8980322003577818
0.388877,0.9263351749539595,0.8982142857142857
0.386328,0.9263351749539595,0.8966131907308378
0.384968,0.9281767955801105,0.896797153024911
0.382856,0.9281767955801105,0.8952042628774423
0.380418,0.9300184162062615,0.8953900709219859
0.379012,0.9318600368324125,0.8955752212389381
0.375475,0.9318600368324125,0.8939929328621908
0.372674,0.9318600368324125,0.892416225749559
0.369855,0.9337016574585635,0.8926056338028169
0.363947,0.9355432780847146,0.8927943760984183
0.363754,0.9355432780847146,0.8912280701754386
0.361267,0.9355432780847146,0.8896672504378283
0.359672,0.9355432780847146,0.8881118881118881
0.357865,0.9355432780847146,0.8865619546247818
0.352555,0.9355432780847146,0.8850174216027874
0.35168,0.9373848987108656,0.8852173913043478
0.34829,0.9373848987108656,0.8836805555555556
0.344823,0.9373848987108656,0.8821490467937608
0.34167,0.9373848987108656,0.8806228373702422
0.33981,0.9373848987108656,0.8791018998272885
0.338553,0.9373848987108656,0.8775862068965518
0.336836,0.9373848987108656,0.8760757314974182
0.336606,0.9392265193370166,0.8762886597938144
0.335936,0.9392265193370166,0.8747855917667239
0.332289,0.9392265193370166,0.8732876712328768
0.327669,0.9392265193370166,0.8717948717948718
0.326272,0.9392265193370166,0.8703071672354948
0.321006,0.9392265193370166,0.868824531516184
0.319637,0.9392265193370166,0.8673469387755102
0.319482,0.9392265193370166,0.865874363327674
0.318627,0.9410681399631676,0.8661016949152542
0.318211,0.9429097605893186,0.8663282571912013
0.317512,0.9429097605893186,0.8648648648648649
0.317408,0.9429097605893186,0.863406408094435
0.316127,0.9429097605893186,0.8619528619528619
0.315377,0.9429097605893186,0.8605042016806723
0.31521,0.9429097605893186,0.8590604026845637
0.306982,0.9429097605893186,0.8576214405360134
0.306749,0.9429097605893186,0.8561872909698997
0.303843,0.9429097605893186,0.8547579298831386
0.303708,0.9447513812154696,0.855
0.29759,0.9465930018416207,0.8552412645590682
0.294185,0.9465930018416207,0.8538205980066446
0.292285,0.9465930018416207,0.8524046434494196
0.291567,0.9465930018416207,0.8509933774834437
0.291545,0.9465930018416207,0.8495867768595041
0.290184,0.9465930018416207,0.8481848184818482
0.288829,0.9465930018416207,0.8467874794069192
0.286127,0.9465930018416207,0.8453947368421053
0.284427,0.9484346224677717,0.8456486042692939
0.283112,0.9484346224677717,0.8442622950819673
0.28227,0.9484346224677717,0.8428805237315876
0.282223,0.9502762430939227,0.8431372549019608
0.278367,0.9502762430939227,0.8417618270799347
0.278032,0.9502762430939227,0.8403908794788274
0.277743,0.9502762430939227,0.8390243902439024
0.277513,0.9521178637200737,0.8392857142857143
0.277058,0.9539594843462247,0.839546191247974
0.272039,0.9539594843462247,0.8381877022653722
0.270444,0.9558011049723757,0.8384491114701131
0.265336,0.9576427255985267,0.8387096774193549
0.258117,0.9576427255985267,0.8373590982286635
0.255629,0.9576427255985267,0.8360128617363344
0.255358,0.9576427255985267,0.8346709470304976
0.253146,0.9576427255985267,0.8333333333333334
0.252159,0.9594843462246777,0.8336
0.249462,0.9594843462246777,0.8322683706070287
0.248384,0.9594843462246777,0.8309409888357256
0.245865,0.9594843462246777,0.8296178343949044
0.24576,0.9594843462246777,0.8282988871224165
0.245627,0.9594843462246777,0.8269841269841269
0.241995,0.9594843462246777,0.8256735340729001
0.241032,0.9594843462246777,0.8243670886075949
0.23784,0.9594843462246777,0.8230647709320695
0.237784,0.9594843462246777,0.8217665615141956
0.237002,0.9594843462246777,0.8204724409448819
0.234386,0.9594843462246777,0.8191823899371069
0.233366,0.9594843462246777,0.8178963893249608
0.232964,0.9594843462246777,0.8166144200626959
0.232539,0.9594843462246777,0.8153364632237872
0.231374,0.9594843462246777,0.8140625
0.23114,0.9594843462246777,0.8127925117004681
0.228026,0.9594843462246777,0.8115264797507789
0.224771,0.9594843462246777,0.8102643856920684
0.221936,0.9613259668508287,0.8105590062111802
0.220775,0.9613259668508287,0.8093023255813954
0.220664,0.9613259668508287,0.8080495356037152
0.219919,0.9613259668508287,0.8068006182380216
0.218093,0.9613259668508287,0.8055555555555556
0.217369,0.9613259668508287,0.8043143297380585
0.213994,0.9613259668508287,0.803076923076923
0.213708,0.9613259668508287,0.8018433179723502
0.212231,0.9613259668508287,0.8006134969325154
0.212174,0.9613259668508287,0.7993874425727412
0.212018,0.9631675874769797,0.7996941896024465
0.211043,0.9631675874769797,0.7984732824427481
0.211029,0.9631675874769797,0.7972560975609756
0.209006,0.9631675874769797,0.7960426179604262
0.206467,0.9650092081031307,0.7963525835866262
0.206371,0.9650092081031307,0.795144157814871
0.202889,0.9650092081031307,0.793939393939394
0.202555,0.9650092081031307,0.7927382753403933
0.201506,0.9650092081031307,0.7915407854984894
0.200192,0.9650092081031307,0.7903469079939668
0.199527,0.9650092081031307,0.7891566265060241
0.198376,0.9650092081031307,0.7879699248120301
0.196033,0.9650092081031307,0.7867867867867868
0.195623,0.9650092081031307,0.7856071964017991
0.195367,0.9650092081031307,0.7844311377245509
0.194039,0.9650092081031307,0.7832585949177877
0.19352,0.9650092081031307,0.7820895522388059
0.191781,0.9650092081031307,0.7809239940387481
0.190531,0.9668508287292817,0.78125
0.190491,0.9668508287292817,0.7800891530460624
0.190112,0.9668508287292817,0.7789317507418397
0.187551,0.9668508287292817,0.7777777777777778
0.187203,0.9668508287292817,0.7766272189349113
0.187119,0.9668508287292817,0.7754800590841949
0.187036,0.9668508287292817,0.7743362831858407
0.184294,0.9686924493554327,0.7746686303387335
0.184073,0.9686924493554327,0.7735294117647059
0.182371,0.9686924493554327,0.7723935389133627
0.180606,0.9686924493554327,0.7712609970674487
0.180129,0.9705340699815838,0.7715959004392386
0.179817,0.9705340699815838,0.77046783625731
0.177824,0.9705340699815838,0.7693430656934307
0.174314,0.9705340699815838,0.7682215743440233
0.172903,0.9705340699815838,0.7671033478893741
0.172754,0.9705340699815838,0.7659883720930233
0.171558,0.9705340699815838,0.7648766328011611
0.170493,0.9705340699815838,0.763768115942029
0.170004,0.9705340699815838,0.7626628075253257
0.168456,0.9723756906077348,0.7630057803468208
0.168413,0.9723756906077348,0.7619047619047619
0.165141,0.9723756906077348,0.760806916426513
0.163414,0.9742173112338858,0.7611510791366907
0.161862,0.9742173112338858,0.7600574712643678
