threshold,fpr,tpr
0.995656,0.0,0.31675874769797424
0.995177,0.0,0.31860036832412525
0.995141,0.0,0.32044198895027626
0.995064,0.0,0.32228360957642727
0.994981,0.0,0.3241252302025783
0.99484,0.0,0.3259668508287293
0.994727,0.0,0.3278084714548803
0.994508,0.0,0.3296500920810313
0.99448,0.0,0.3314917127071823
0.994435,0.0,0.3333333333333333
0.994132,0.0,0.3351749539594843
0.994083,0.0,0.3370165745856354
0.993924,0.0,0.3388581952117864
0.993854,0.0,0.3406998158379374
0.993609,0.0,0.3425414364640884
0.99342,0.0,0.3443830570902394
0.99317,0.0,0.3462246777163904
0.993165,0.0,0.34806629834254144
0.992793,0.0,0.34990791896869244
0.992653,0.0,0.35174953959484345
0.992005,0.0,0.35359116022099446
0.991528,0.0,0.35543278084714547
0.991122,0.0,0.3572744014732965
0.990714,0.0,0.35911602209944754
0.990173,0.0,0.36095764272559855
0.989952,0.0,0.36279926335174956
0.98991,0.0,0.36464088397790057
0.989762,0.0,0.3664825046040516
0.989271,0.0,0.3683241252302026
0.989046,0.0,0.3701657458563536
0.988961,0.0,0.3720073664825046
0.988876,0.0,0.3738489871086556
0.988722,0.0,0.3756906077348066
0.988662,0.0,0.3775322283609576
0.988307,0.0,0.37937384898710863
0.988258,0.0,0.3812154696132597
0.988081,0.0,0.3830570902394107
0.987399,0.0,0.3848987108655617
0.987167,0.0,0.3867403314917127
0.986899,0.0,0.3885819521178637
0.986897,0.0,0.39042357274401474
0.986812,0.0,0.39226519337016574
0.986797,0.0,0.39410681399631675
0.986656,0.0,0.39594843462246776
0.98567,0.0,0.39779005524861877
0.985475,0.0,0.3996316758747698
0.984114,0.0,0.4014732965009208
0.984013,0.0,0.40331491712707185
0.983702,0.0,0.40515653775322286
0.98365,0.0,0.40699815837937386
0.983307,0.0,0.4088397790055249
0.983237,0.0,0.4106813996316759
0.983059,0.0,0.4125230202578269
0.98276,0.0,0.4143646408839779
0.982112,0.0,0.4162062615101289
0.981648,0.0,0.4180478821362799
0.981208,0.0,0.4198895027624309
0.980971,0.0,0.42173112338858193
0.980751,0.0,0.42357274401473294
0.980675,0.0,0.425414364640884
0.980547,0.0,0.427255985267035
0.979552,0.0,0.429097605893186
0.978385,0.0,0.430939226519337
0.977439,0.0,0.43278084714548803
0.977259,0.0,0.43462246777163904
0.977258,0.0,0.43646408839779005
0.977068,0.0,0.43830570902394106
0.976771,0.0,0.44014732965009207
0.976717,0.0,0.4419889502762431
0.976252,0.0,0.4438305709023941
0.976222,0.0,0.44567219152854515
0.97609,0.0,0.44751381215469616
0.975852,0.0,0.44935543278084716
0.975641,0.0,0.45119705340699817
0.975543,0.0,0.4530386740331492
0.97536,0.0,0.4548802946593002
0.973972,0.0,0.4567219152854512
0.973774,0.0,0.4585635359116022
0.973115,0.0,0.4604051565377532
0.972162,0.0,0.4622467771639042
0.972033,0.0,0.46408839779005523
0.970491,0.0,0.46593001841620624
0.970203,0.0,0.4677716390423573
0.969543,0.0,0.4696132596685083
0.969186,0.0,0.4714548802946593
0.967793,0.0,0.4732965009208103
0.967747,0.0,0.47513812154696133
0.967287,0.0,0.47697974217311234
0.967139,0.0,0.47882136279926335
0.96684,0.0,0.48066298342541436
0.965512,0.0,0.48250460405156537
0.963529,0.0010482180293501049,0.48250460405156537
0.963292,0.0010482180293501049,0.4843462246777164
0.962882,0.0010482180293501049,0.4861878453038674
0.962309,0.0010482180293501049,0.4880294659300184
0.961813,0.0010482180293501049,0.48987108655616945
0.960583,0.0010482180293501049,0.49171270718232046
0.960141,0.0010482180293501049,0.49355432780847147
0.960086,0.0010482180293501049,0.4953959484346225
0.959961,0.0010482180293501049,0.4972375690607735
0.959023,0.0010482180293501049,0.4990791896869245
0.957804,0.0010482180293501049,0.5009208103130756
0.957473,0.0010482180293501049,0.5027624309392266
0.957003,0.0010482180293501049,0.5046040515653776
0.956976,0.0010482180293501049,0.5064456721915286
0.956465,0.0010482180293501049,0.5082872928176796
0.956207,0.0010482180293501049,0.5101289134438306
0.954215,0.0010482180293501049,0.5119705340699816
0.953068,0.0010482180293501049,0.5138121546961326
0.951511,0.0010482180293501049,0.5156537753222836
0.951409,0.0010482180293501049,0.5174953959484346
0.951107,0.0010482180293501049,0.5193370165745856
0.950854,0.0010482180293501049,0.5211786372007366
0.950389,0.0010482180293501049,0.5230202578268877
0.949669,0.0010482180293501049,0.5248618784530387
0.947697,0.0010482180293501049,0.5267034990791897
0.947209,0.0010482180293501049,0.5285451197053407
0.946488,0.0010482180293501049,0.5303867403314917
0.946328,0.0010482180293501049,0.5322283609576427
0.946157,0.0010482180293501049,0.5340699815837937
0.944394,0.0010482180293501049,0.5359116022099447
0.944208,0.0010482180293501049,0.5377532228360957
0.943836,0.0010482180293501049,0.5395948434622467
0.943624,0.0010482180293501049,0.5414364640883977
0.942969,0.0010482180293501049,0.5432780847145487
0.942479,0.0010482180293501049,0.5451197053406999
0.942477,0.0010482180293501049,0.5469613259668509
0.942208,0.0010482180293501049,0.5488029465930019
0.941682,0.0010482180293501049,0.5506445672191529
0.941115,0.0010482180293501049,0.5524861878453039
0.941108,0.0010482180293501049,0.5543278084714549
0.940348,0.0010482180293501049,0.5561694290976059
0.940091,0.0010482180293501049,0.5580110497237569
0.937399,0.0010482180293501049,0.5598526703499079
0.93634,0.0010482180293501049,0.5616942909760589
0.935554,0.0010482180293501049,0.56353591160221
0.934835,0.0010482180293501049,0.565377532228361
0.934833,0.0010482180293501049,0.567219152854512
0.934712,0.0010482180293501049,0.569060773480663
0.934127,0.0010482180293501049,0.570902394106814
0.933027,0.0010482180293501049,0.572744014732965
0.931443,0.0010482180293501049,0.574585635359116
0.931141,0.0010482180293501049,0.576427255985267
0.930892,0.0010482180293501049,0.578268876611418
0.929913,0.0010482180293501049,0.580110497237569
0.929796,0.0010482180293501049,0.58195211786372
0.926504,0.0010482180293501049,0.583793738489871
0.926009,0.0010482180293501049,0.585635359116022
0.925745,0.0010482180293501049,0.5874769797421732
0.925581,0.0010482180293501049,0.5893186003683242
0.924521,0.0010482180293501049,0.5911602209944752
0.924247,0.0010482180293501049,0.5930018416206262
0.924225,0.0010482180293501049,0.5948434622467772
0.923892,0.0010482180293501049,0.5966850828729282
0.923643,0.0010482180293501049,0.5985267034990792
0.923605,0.0010482180293501049,0.6003683241252302
0.923564,0.0010482180293501049,0.6022099447513812
0.920459,0.0010482180293501049,0.6040515653775322
0.918261,0.0010482180293501049,0.6058931860036832
0.916378,0.0010482180293501049,0.6077348066298343
0.915427,0.0010482180293501049,0.6095764272559853
0.913195,0.0010482180293501049,0.6114180478821363
0.91227,0.0010482180293501049,0.6132596685082873
0.912099,0.0010482180293501049,0.6151012891344383
0.912081,0.0010482180293501049,0.6169429097605893
0.911942,0.0010482180293501049,0.6187845303867403
0.911806,0.0010482180293501049,0.6206261510128913
0.911161,0.0010482180293501049,0.6224677716390423
0.910148,0.0010482180293501049,0.6243093922651933
0.91004,0.0010482180293501049,0.6261510128913443
0.909864,0.0010482180293501049,0.6279926335174953
0.909079,0.0010482180293501049,0.6298342541436464
0.908249,0.0010482180293501049,0.6316758747697975
0.907725,0.0010482180293501049,0.6335174953959485
0.904002,0.0010482180293501049,0.6353591160220995
0.90238,0.0010482180293501049,0.6372007366482505
0.901914,0.0010482180293501049,0.6390423572744015
0.901886,0.0010482180293501049,0.6408839779005525
0.901872,0.0010482180293501049,0.6427255985267035
0.901522,0.0020964360587002098,0.6427255985267035
0.896815,0.0020964360587002098,0.6445672191528545
0.896573,0.0020964360587002098,0.6464088397790055
0.893009,0.0031446540880503146,0.6464088397790055
0.889681,0.0031446540880503146,0.6482504604051565
0.88914,0.0031446540880503146,0.6500920810313076
0.88843,0.0031446540880503146,0.6519337016574586
0.88625,0.0031446540880503146,0.6537753222836096
0.886127,0.0031446540880503146,0.6556169429097606
0.884997,0.0031446540880503146,0.6574585635359116
0.882185,0.0031446540880503146,0.6593001841620626
0.881725,0.0031446540880503146,0.6611418047882136
0.878506,0.0031446540880503146,0.6629834254143646
0.87793,0.0031446540880503146,0.6648250460405156
0.877301,0.0031446540880503146,0.6666666666666666
0.876301,0.0031446540880503146,0.6685082872928176
0.875678,0.0031446540880503146,0.6703499079189686
0.875267,0.0031446540880503146,0.6721915285451197
0.874761,0.0031446540880503146,0.6740331491712708
0.873102,0.0031446540880503146,0.6758747697974218
0.869779,0.0041928721174004195,0.6758747697974218
0.869076,0.0041928721174004195,0.6777163904235728
0.868778,0.0041928721174004195,0.6795580110497238
0.868675,0.0041928721174004195,0.6813996316758748
0.866527,0.0041928721174004195,0.6832412523020258
0.866509,0.0041928721174004195,0.6850828729281768
0.864399,0.0041928721174004195,0.6869244935543278
0.864308,0.0041928721174004195,0.6887661141804788
0.863095,0.005241090146750524,0.6887661141804788
0.860278,0.005241090146750524,0.6906077348066298
0.859287,0.005241090146750524,0.6924493554327809
0.858312,0.005241090146750524,0.6942909760589319
0.857763,0.005241090146750524,0.6961325966850829
0.857683,0.006289308176100629,0.6961325966850829
0.856237,0.006289308176100629,0.6979742173112339
0.855365,0.006289308176100629,0.6998158379373849
0.852851,0.006289308176100629,0.7016574585635359
0.852753,0.006289308176100629,0.7034990791896869
0.852443,0.006289308176100629,0.7053406998158379
0.848365,0.006289308176100629,0.7071823204419889
0.847885,0.006289308176100629,0.7090239410681399
0.845296,0.006289308176100629,0.7108655616942909
0.845056,0.006289308176100629,0.712707182320442
0.844124,0.006289308176100629,0.714548802946593
0.843259,0.006289308176100629,0.716390423572744
0.842101,0.006289308176100629,0.7182320441988951
0.840339,0.006289308176100629,0.7200736648250461
0.839629,0.006289308176100629,0.7219152854511971
0.835937,0.006289308176100629,0.7237569060773481
0.834965,0.006289308176100629,0.7255985267034991
0.834584,0.007337526205450734,0.7255985267034991
0.832527,0.007337526205450734,0.7274401473296501
0.83117,0.007337526205450734,0.7292817679558011
0.828926,0.007337526205450734,0.7311233885819521
0.828555,0.007337526205450734,0.7329650092081031
0.825778,0.008385744234800839,0.7329650092081031
0.820603,0.009433962264150943,0.7329650092081031
0.816016,0.009433962264150943,0.7348066298342542
0.815833,0.009433962264150943,0.7366482504604052
0.814799,0.009433962264150943,0.7384898710865562
0.809773,0.009433962264150943,0.7403314917127072
0.804863,0.009433962264150943,0.7421731123388582
0.80154,0.009433962264150943,0.7440147329650092
0.797592,0.009433962264150943,0.7458563535911602
0.795563,0.010482180293501049,0.7458563535911602
0.794214,0.010482180293501049,0.7476979742173112
0.790604,0.010482180293501049,0.7495395948434622
0.789935,0.010482180293501049,0.7513812154696132
0.787957,0.011530398322851153,0.7513812154696132
0.783758,0.011530398322851153,0.7532228360957642
0.782208,0.011530398322851153,0.7550644567219152
0.779939,0.012578616352201259,0.7550644567219152
0.779279,0.012578616352201259,0.7569060773480663
0.778109,0.012578616352201259,0.7587476979742173
0.777152,0.012578616352201259,0.7605893186003683
0.775597,0.012578616352201259,0.7624309392265194
0.77102,0.012578616352201259,0.7642725598526704
0.764035,0.012578616352201259,0.7661141804788214
0.757508,0.012578616352201259,0.7679558011049724
0.754888,0.012578616352201259,0.7697974217311234
0.752774,0.013626834381551363,0.7697974217311234
0.747294,0.013626834381551363,0.7716390423572744
0.744883,0.013626834381551363,0.7734806629834254
0.742432,0.013626834381551363,0.7753222836095764
0.739449,0.013626834381551363,0.7771639042357275
0.73656,0.013626834381551363,0.7790055248618785
0.734321,0.014675052410901468,0.7790055248618785
0.733826,0.015723270440251572,0.7790055248618785
0.731603,0.016771488469601678,0.7790055248618785
0.731531,0.016771488469601678,0.7808471454880295
0.728519,0.01781970649895178,0.7808471454880295
0.728234,0.01781970649895178,0.7826887661141805
0.727487,0.01781970649895178,0.7845303867403315
0.718976,0.01781970649895178,0.7863720073664825
0.71776,0.01781970649895178,0.7882136279926335
0.715496,0.01781970649895178,0.7900552486187845
0.71309,0.01781970649895178,0.7918968692449355
0.713005,0.01781970649895178,0.7937384898710865
0.712329,0.01781970649895178,0.7955801104972375
0.711997,0.01781970649895178,0.7974217311233885
0.711829,0.01781970649895178,0.7992633517495396
0.711118,0.01781970649895178,0.8011049723756906
0.710301,0.01781970649895178,0.8029465930018416
0.706734,0.018867924528301886,0.8029465930018416
0.705102,0.018867924528301886,0.8047882136279927
0.694393,0.018867924528301886,0.8066298342541437
0.692361,0.018867924528301886,0.8084714548802947
0.687426,0.018867924528301886,0.8103130755064457
0.686768,0.018867924528301886,0.8121546961325967
0.684547,0.019916142557651992,0.8121546961325967
0.669881,0.020964360587002098,0.8121546961325967
0.666391,0.020964360587002098,0.8139963167587477
0.664167,0.020964360587002098,0.8158379373848987
0.658598,0.020964360587002098,0.8176795580110497
0.648066,0.0220125786163522,0.8176795580110497
0.647849,0.023060796645702306,0.8176795580110497
0.645764,0.02410901467505241,0.8176795580110497
0.636163,0.02410901467505241,0.8195211786372008
0.634336,0.02410901467505241,0.8213627992633518
0.634159,0.02410901467505241,0.8232044198895028
0.633236,0.025157232704402517,0.8232044198895028
0.629926,0.025157232704402517,0.8250460405156538
0.616402,0.025157232704402517,0.8268876611418048
0.615784,0.02620545073375262,0.8268876611418048
0.61494,0.02620545073375262,0.8287292817679558
0.608515,0.02620545073375262,0.8305709023941068
0.605417,0.02620545073375262,0.8324125230202578
0.603134,0.02620545073375262,0.8342541436464088
0.602503,0.02620545073375262,0.8360957642725598
0.600383,0.02620545073375262,0.8379373848987108
0.599264,0.027253668763102725,0.8379373848987108
0.596969,0.02830188679245283,0.8379373848987108
0.596964,0.02830188679245283,0.8397790055248618
0.595054,0.02830188679245283,0.8416206261510129
0.594524,0.02830188679245283,0.8434622467771639
0.594091,0.02830188679245283,0.8453038674033149
0.589026,0.02830188679245283,0.8471454880294659
0.585416,0.02830188679245283,0.848987108655617
0.581902,0.02830188679245283,0.850828729281768
0.571031,0.029350104821802937,0.850828729281768
0.570267,0.03039832285115304,0.850828729281768
0.569917,0.03039832285115304,0.852670349907919
0.568184,0.03039832285115304,0.85451197053407
0.567906,0.03039832285115304,0.856353591160221
0.565802,0.03039832285115304,0.858195211786372
0.563788,0.03039832285115304,0.860036832412523
0.560939,0.031446540880503145,0.860036832412523
0.558773,0.03249475890985325,0.860036832412523
0.558404,0.03249475890985325,0.861878453038674
0.554306,0.033542976939203356,0.861878453038674
0.55209,0.033542976939203356,0.8637200736648251
0.549847,0.033542976939203356,0.8655616942909761
0.549819,0.033542976939203356,0.8674033149171271
0.54649,0.03459119496855346,0.8674033149171271
0.545659,0.03459119496855346,0.8692449355432781
0.545614,0.03459119496855346,0.8710865561694291
0.541904,0.03459119496855346,0.8729281767955801
0.540702,0.03459119496855346,0.8747697974217311
0.537719,0.03459119496855346,0.8766114180478821
0.532818,0.03459119496855346,0.8784530386740331
0.531291,0.03459119496855346,0.8802946593001841
0.528644,0.03563941299790356,0.8802946593001841
0.525701,0.03668763102725367,0.8802946593001841
0.523858,0.03773584905660377,0.8802946593001841
0.522952,0.03773584905660377,0.8821362799263351
0.521749,0.03878406708595388,0.8821362799263351
0.520706,0.03878406708595388,0.8839779005524862
0.513686,0.039832285115303984,0.8839779005524862
0.512289,0.039832285115303984,0.8858195211786372
0.508803,0.040880503144654086,0.8858195211786372
0.508743,0.040880503144654086,0.8876611418047882
0.508665,0.040880503144654086,0.8895027624309392
0.507884,0.041928721174004195,0.8895027624309392
0.507793,0.0429769392033543,0.8895027624309392
0.507209,0.0429769392033543,0.8913443830570903
0.50437,0.0429769392033543,0.8931860036832413
0.500344,0.0429769392033543,0.8950276243093923
0.49205,0.0440251572327044,0.8950276243093923
0.491729,0.0440251572327044,0.8968692449355433
0.490042,0.04507337526205451,0.8968692449355433
0.489509,0.04612159329140461,0.8968692449355433
0.488312,0.04716981132075472,0.8968692449355433
0.487314,0.04821802935010482,0.8968692449355433
0.483254,0.04821802935010482,0.8987108655616943
0.483233,0.049266247379454925,0.8987108655616943
0.475983,0.049266247379454925,0.9005524861878453
0.471143,0.050314465408805034,0.9005524861878453
0.459239,0.051362683438155136,0.9005524861878453
0.457488,0.051362683438155136,0.9023941068139963
0.456342,0.05241090146750524,0.9023941068139963
0.44564,0.05345911949685535,0.9023941068139963
0.438029,0.05345911949685535,0.9042357274401474
0.43617,0.05345911949685535,0.9060773480662984
0.435695,0.05450733752620545,0.9060773480662984
0.435004,0.05450733752620545,0.9079189686924494
0.433288,0.05450733752620545,0.9097605893186004
0.431831,0.05555555555555555,0.9097605893186004
0.425118,0.05555555555555555,0.9116022099447514
0.424298,0.05555555555555555,0.9134438305709024
0.418287,0.05555555555555555,0.9152854511970534
0.417486,0.05660377358490566,0.9152854511970534
0.414695,0.05660377358490566,0.9171270718232044
0.405358,0.05660377358490566,0.9189686924493554
0.404335,0.057651991614255764,0.9189686924493554
0.40263,0.057651991614255764,0.9208103130755064
0.396616,0.057651991614255764,0.9226519337016574
0.395049,0.05870020964360587,0.9226519337016574
0.392838,0.05870020964360587,0.9244935543278084
0.389342,0.059748427672955975,0.9244935543278084
0.388877,0.059748427672955975,0.9263351749539595
0.386328,0.06079664570230608,0.9263351749539595
0.384968,0.06079664570230608,0.9281767955801105
0.382856,0.06184486373165619,0.9281767955801105
0.380418,0.06184486373165619,0.9300184162062615
0.379012,0.06184486373165619,0.9318600368324125
0.375475,0.06289308176100629,0.9318600368324125
0.372674,0.0639412997903564,0.9318600368324125
0.369855,0.0639412997903564,0.9337016574585635
0.363947,0.0639412997903564,0.9355432780847146
0.363754,0.0649895178197065,0.9355432780847146
0.361267,0.0660377358490566,0.9355432780847146
0.359672,0.06708595387840671,0.9355432780847146
0.357865,0.06813417190775681,0.9355432780847146
0.352555,0.06918238993710692,0.9355432780847146
0.35168,0.06918238993710692,0.9373848987108656
0.34829,0.07023060796645703,0.9373848987108656
0.344823,0.07127882599580712,0.9373848987108656
0.34167,0.07232704402515723,0.9373848987108656
0.33981,0.07337526205450734,0.9373848987108656
0.338553,0.07442348008385745,0.9373848987108656
0.336836,0.07547169811320754,0.9373848987108656
0.336606,0.07547169811320754,0.9392265193370166
0.335936,0.07651991614255765,0.9392265193370166
0.332289,0.07756813417190776,0.9392265193370166
0.327669,0.07861635220125786,0.9392265193370166
0.326272,0.07966457023060797,0.9392265193370166
0.321006,0.08071278825995808,0.9392265193370166
0.319637,0.08176100628930817,0.9392265193370166
0.319482,0.08280922431865828,0.9392265193370166
0.318627,0.08280922431865828,0.9410681399631676
0.318211,0.08280922431865828,0.9429097605893186
0.317512,0.08385744234800839,0.9429097605893186
0.317408,0.08490566037735849,0.9429097605893186
0.316127,0.0859538784067086,0.9429097605893186
0.315377,0.0870020964360587,0.9429097605893186
0.31521,0.0880503144654088,0.9429097605893186
0.306982,0.08909853249475891,0.9429097605893186
0.306749,0.09014675052410902,0.9429097605893186
0.303843,0.09119496855345911,0.9429097605893186
0.303708,0.09119496855345911,0.9447513812154696
0.29759,0.09119496855345911,0.9465930018416207
0.294185,0.09224318658280922,0.9465930018416207
0.292285,0.09329140461215933,0.9465930018416207
0.291567,0.09433962264150944,0.9465930018416207
0.291545,0.09538784067085954,0.9465930018416207
0.290184,0.09643605870020965,0.9465930018416207
0.288829,0.09748427672955975,0.9465930018416207
0.286127,0.09853249475890985,0.9465930018416207
0.284427,0.09853249475890985,0.9484346224677717
0.283112,0.09958071278825996,0.9484346224677717
0.28227,0.10062893081761007,0.9484346224677717
0.282223,0.10062893081761007,0.9502762430939227
0.278367,0.10167714884696016,0.9502762430939227
0.278032,0.10272536687631027,0.9502762430939227
0.277743,0.10377358490566038,0.9502762430939227
0.277513,0.10377358490566038,0.9521178637200737
0.277058,0.10377358490566038,0.9539594843462247
0.272039,0.10482180293501048,0.9539594843462247
0.270444,0.10482180293501048,0.9558011049723757
0.265336,0.10482180293501048,0.9576427255985267
0.258117,0.10587002096436059,0.9576427255985267
0.255629,0.1069182389937107,0.9576427255985267
0.255358,0.10796645702306079,0.9576427255985267
0.253146,0.1090146750524109,0.9576427255985267
0.252159,0.1090146750524109,0.9594843462246777
0.249462,0.11006289308176101,0.9594843462246777
0.248384,0.1111111111111111,0.9594843462246777
0.245865,0.11215932914046121,0.9594843462246777
0.24576,0.11320754716981132,0.9594843462246777
0.245627,0.11425576519916142,0.9594843462246777
0.241995,0.11530398322851153,0.9594843462246777
0.241032,0.11635220125786164,0.9594843462246777
0.23784,0.11740041928721175,0.9594843462246777
0.237784,0.11844863731656184,0.9594843462246777
0.237002,0.11949685534591195,0.9594843462246777
0.234386,0.12054507337526206,0.9594843462246777
0.233366,0.12159329140461216,0.9594843462246777
0.232964,0.12264150943396226,0.9594843462246777
0.232539,0.12368972746331237,0.9594843462246777
0.231374,0.12473794549266247,0.9594843462246777
0.23114,0.12578616352201258,0.9594843462246777
0.228026,0.12683438155136267,0.9594843462246777
0.224771,0.1278825995807128,0.9594843462246777
0.221936,0.1278825995807128,0.9613259668508287
0.220775,0.1289308176100629,0.9613259668508287
0.220664,0.129979035639413,0.9613259668508287
0.219919,0.1310272536687631,0.9613259668508287
0.218093,0.1320754716981132,0.9613259668508287
0.217369,0.1331236897274633,0.9613259668508287
0.213994,0.13417190775681342,0.9613259668508287
0.213708,0.13522012578616352,0.9613259668508287
0.212231,0.13626834381551362,0.9613259668508287
0.212174,0.13731656184486374,0.9613259668508287
0.212018,0.13731656184486374,0.9631675874769797
0.211043,0.13836477987421383,0.9631675874769797
0.211029,0.13941299790356393,0.9631675874769797
0.209006,0.14046121593291405,0.9631675874769797
0.206467,0.14046121593291405,0.9650092081031307
0.206371,0.14150943396226415,0.9650092081031307
0.202889,0.14255765199161424,0.9650092081031307
0.202555,0.14360587002096437,0.9650092081031307
0.201506,0.14465408805031446,0.9650092081031307
0.200192,0.14570230607966456,0.9650092081031307
0.199527,0.14675052410901468,0.9650092081031307
0.198376,0.14779874213836477,0.9650092081031307
0.196033,0.1488469601677149,0.9650092081031307
0.195623,0.149895178197065,0.9650092081031307
0.195367,0.1509433962264151,0.9650092081031307
0.194039,0.1519916142557652,0.9650092081031307
0.19352,0.1530398322851153,0.9650092081031307
0.191781,0.1540880503144654,0.9650092081031307
0.190531,0.1540880503144654,0.9668508287292817
0.190491,0.15513626834381553,0.9668508287292817
0.190112,0.15618448637316562,0.9668508287292817
0.187551,0.15723270440251572,0.9668508287292817
0.187203,0.15828092243186584,0.9668508287292817
0.187119,0.15932914046121593,0.9668508287292817
0.187036,0.16037735849056603,0.9668508287292817
0.184294,0.16037735849056603,0.9686924493554327
0.184073,0.16142557651991615,0.9686924493554327
0.182371,0.16247379454926625,0.9686924493554327
0.180606,0.16352201257861634,0.9686924493554327
0.180129,0.16352201257861634,0.9705340699815838
0.179817,0.16457023060796647,0.9705340699815838
0.177824,0.16561844863731656,0.9705340699815838
0.174314,0.16666666666666666,0.9705340699815838
0.172903,0.16771488469601678,0.9705340699815838
0.172754,0.16876310272536688,0.9705340699815838
